Timestamp;Measured energy production (MWh);Installed power (MW);Hours of storage
2021-10-30 11;0;249.5;37.5
2021-10-30 12;0;249.5;37.5
2021-10-30 13;0;249.5;37.5
2021-10-30 14;0;249.5;37.5
2021-10-30 15;0;249.5;37.5
2021-10-30 16;1.2;249.5;37.5
2021-10-30 17;1.22;249.5;37.5
2021-10-30 18;0;249.5;37.5
2021-10-30 19;0;249.5;37.5
2021-10-30 20;0;249.5;37.5
2021-10-30 21;0;249.5;37.5
2021-10-30 22;0;249.5;37.5
2021-10-30 23;0;249.5;37.5
2021-10-31 00;0;249.5;37.5
2021-10-31 01;0;249.5;37.5
2021-10-31 02;0;249.5;37.5
2021-10-31 03;0;249.5;37.5
2021-10-31 04;0;249.5;37.5
2021-10-31 05;0;249.5;37.5
2021-10-31 06;0;249.5;37.5
2021-10-31 07;0;249.5;37.5
2021-10-31 08;0;249.5;37.5
2021-10-31 09;0;249.5;37.5
2021-10-31 10;10.91;249.5;37.5
2021-10-31 11;29.66;249.5;37.5
2021-10-31 12;31.07;249.5;37.5
2021-10-31 13;22.49;249.5;37.5
2021-10-31 14;19.68;249.5;37.5
2021-10-31 15;10.34;249.5;37.5
2021-10-31 16;14.49;249.5;37.5
2021-10-31 17;2.66;249.5;37.5
2021-10-31 18;0;249.5;37.5
2021-10-31 19;0;249.5;37.5
2021-10-31 20;0;249.5;37.5
2021-10-31 21;0;249.5;37.5
2021-10-31 22;0;249.5;37.5
2021-10-31 23;0;249.5;37.5
2021-11-01 00;0;249.5;37.5
2021-11-01 01;0;249.5;37.5
2021-11-01 02;0;249.5;37.5
2021-11-01 03;0;249.5;37.5
2021-11-01 04;0;249.5;37.5
2021-11-01 05;0;249.5;37.5
2021-11-01 06;0;249.5;37.5
2021-11-01 07;0;249.5;37.5
2021-11-01 08;0;249.5;37.5
2021-11-01 09;0;249.5;37.5
2021-11-01 10;0;249.5;37.5
2021-11-01 11;1.42;249.5;37.5
2021-11-01 12;25.84;249.5;37.5
2021-11-01 13;50.74;249.5;37.5
2021-11-01 14;54.82;249.5;37.5
2021-11-01 15;28.44;249.5;37.5
2021-11-01 16;0.78;249.5;37.5
2021-11-01 17;0;249.5;37.5
2021-11-01 18;0;249.5;37.5
2021-11-01 19;0;249.5;37.5
2021-11-01 20;0;249.5;37.5
2021-11-01 21;0;249.5;37.5
2021-11-01 22;0;249.5;37.5
2021-11-01 23;0;249.5;37.5
2021-11-02 00;0;249.5;37.5
2021-11-02 01;0;249.5;37.5
2021-11-02 02;0;249.5;37.5
2021-11-02 03;0;249.5;37.5
2021-11-02 04;0;249.5;37.5
2021-11-02 05;0;249.5;37.5
2021-11-02 06;0;249.5;37.5
2021-11-02 07;0;249.5;37.5
2021-11-02 08;0;249.5;37.5
2021-11-02 09;0;249.5;37.5
2021-11-02 10;4.47;249.5;37.5
2021-11-02 11;25.85;249.5;37.5
2021-11-02 12;7.59;249.5;37.5
2021-11-02 13;0;249.5;37.5
2021-11-02 14;0;249.5;37.5
2021-11-02 15;0;249.5;37.5
2021-11-02 16;1.89;249.5;37.5
2021-11-02 17;0;249.5;37.5
2021-11-02 18;0;249.5;37.5
2021-11-02 19;0;249.5;37.5
2021-11-02 20;0;249.5;37.5
2021-11-02 21;0;249.5;37.5
2021-11-02 22;0;249.5;37.5
2021-11-02 23;0;249.5;37.5
2021-11-03 00;0;249.5;37.5
2021-11-03 01;0;249.5;37.5
2021-11-03 02;0;249.5;37.5
2021-11-03 03;0;249.5;37.5
2021-11-03 04;0;249.5;37.5
2021-11-03 05;0;249.5;37.5
2021-11-03 06;0;249.5;37.5
2021-11-03 07;0;249.5;37.5
2021-11-03 08;0;249.5;37.5
2021-11-03 09;0;249.5;37.5
2021-11-03 10;0;249.5;37.5
2021-11-03 11;0.33;249.5;37.5
2021-11-03 12;15.72;249.5;37.5
2021-11-03 13;20.99;249.5;37.5
2021-11-03 14;17.54;249.5;37.5
2021-11-03 15;5.78;249.5;37.5
2021-11-03 16;1.78;249.5;37.5
2021-11-03 17;4.54;249.5;37.5
2021-11-03 18;0;249.5;37.5
2021-11-03 19;0;249.5;37.5
2021-11-03 20;0;249.5;37.5
2021-11-03 21;0;249.5;37.5
2021-11-03 22;0;249.5;37.5
2021-11-03 23;0;249.5;37.5
2021-11-04 00;0;249.5;37.5
2021-11-04 01;0;249.5;37.5
2021-11-04 02;0;249.5;37.5
2021-11-04 03;0;249.5;37.5
2021-11-04 04;0;249.5;37.5
2021-11-04 05;0;249.5;37.5
2021-11-04 06;0;249.5;37.5
2021-11-04 07;0;249.5;37.5
2021-11-04 08;0;249.5;37.5
2021-11-04 09;6.24;249.5;37.5
2021-11-04 10;62.67;249.5;37.5
2021-11-04 11;51.65;249.5;37.5
2021-11-04 12;25.18;249.5;37.5
2021-11-04 13;46.26;249.5;37.5
2021-11-04 14;46.59;249.5;37.5
2021-11-04 15;105.61;249.5;37.5
2021-11-04 16;86.54;249.5;37.5
2021-11-04 17;24.09;249.5;37.5
2021-11-04 18;3.5;249.5;37.5
2021-11-04 19;0;249.5;37.5
2021-11-04 20;0;249.5;37.5
2021-11-04 21;0;249.5;37.5
2021-11-04 22;0;249.5;37.5
2021-11-04 23;0;249.5;37.5
2021-11-05 00;0;249.5;37.5
2021-11-05 01;0;249.5;37.5
2021-11-05 02;0;249.5;37.5
2021-11-05 03;0;249.5;37.5
2021-11-05 04;0;249.5;37.5
2021-11-05 05;0;249.5;37.5
2021-11-05 06;0;249.5;37.5
2021-11-05 07;0;249.5;37.5
2021-11-05 08;0;249.5;37.5
2021-11-05 09;10.44;249.5;37.5
2021-11-05 10;59.41;249.5;37.5
2021-11-05 11;93.41;249.5;37.5
2021-11-05 12;72.71;249.5;37.5
2021-11-05 13;57.54;249.5;37.5
2021-11-05 14;47.66;249.5;37.5
2021-11-05 15;41.36;249.5;37.5
2021-11-05 16;37.4;249.5;37.5
2021-11-05 17;22.88;249.5;37.5
2021-11-05 18;23.22;249.5;37.5
2021-11-05 19;20.59;249.5;37.5
2021-11-05 20;15.66;249.5;37.5
2021-11-05 21;0;249.5;37.5
2021-11-05 22;0;249.5;37.5
2021-11-05 23;0;249.5;37.5
2021-11-06 00;0;249.5;37.5
2021-11-06 01;0;249.5;37.5
2021-11-06 02;0;249.5;37.5
2021-11-06 03;0;249.5;37.5
2021-11-06 04;0;249.5;37.5
2021-11-06 05;0;249.5;37.5
2021-11-06 06;0;249.5;37.5
2021-11-06 07;0;249.5;37.5
2021-11-06 08;0;249.5;37.5
2021-11-06 09;13.55;249.5;37.5
2021-11-06 10;79.89;249.5;37.5
2021-11-06 11;94.29;249.5;37.5
2021-11-06 12;89.87;249.5;37.5
2021-11-06 13;95.5;249.5;37.5
2021-11-06 14;152.79;249.5;37.5
2021-11-06 15;171.94;249.5;37.5
2021-11-06 16;139.02;249.5;37.5
2021-11-06 17;56.55;249.5;37.5
2021-11-06 18;40.99;249.5;37.5
2021-11-06 19;42.11;249.5;37.5
2021-11-06 20;42.44;249.5;37.5
2021-11-06 21;30.21;249.5;37.5
2021-11-06 22;27.26;249.5;37.5
2021-11-06 23;27.16;249.5;37.5
2021-11-07 00;27.35;249.5;37.5
2021-11-07 01;27.56;249.5;37.5
2021-11-07 02;27.56;249.5;37.5
2021-11-07 03;10.6;249.5;37.5
2021-11-07 04;0;249.5;37.5
2021-11-07 05;0;249.5;37.5
2021-11-07 06;0;249.5;37.5
2021-11-07 07;0;249.5;37.5
2021-11-07 08;0;249.5;37.5
2021-11-07 09;34.02;249.5;37.5
2021-11-07 10;89.34;249.5;37.5
2021-11-07 11;116.68;249.5;37.5
2021-11-07 12;110.29;249.5;37.5
2021-11-07 13;115.69;249.5;37.5
2021-11-07 14;131.76;249.5;37.5
2021-11-07 15;130.78;249.5;37.5
2021-11-07 16;97.85;249.5;37.5
2021-11-07 17;49.85;249.5;37.5
2021-11-07 18;40.45;249.5;37.5
2021-11-07 19;23.28;249.5;37.5
2021-11-07 20;5.22;249.5;37.5
2021-11-07 21;0;249.5;37.5
2021-11-07 22;0;249.5;37.5
2021-11-07 23;0;249.5;37.5
2021-11-08 00;0;249.5;37.5
2021-11-08 01;0;249.5;37.5
2021-11-08 02;0;249.5;37.5
2021-11-08 03;0;249.5;37.5
2021-11-08 04;0;249.5;37.5
2021-11-08 05;0;249.5;37.5
2021-11-08 06;0;249.5;37.5
2021-11-08 07;0;249.5;37.5
2021-11-08 08;0;249.5;37.5
2021-11-08 09;39.86;249.5;37.5
2021-11-08 10;117.74;249.5;37.5
2021-11-08 11;116.62;249.5;37.5
2021-11-08 12;107.06;249.5;37.5
2021-11-08 13;113.09;249.5;37.5
2021-11-08 14;130.28;249.5;37.5
2021-11-08 15;134.52;249.5;37.5
2021-11-08 16;103.48;249.5;37.5
2021-11-08 17;15.48;249.5;37.5
2021-11-08 18;0;249.5;37.5
2021-11-08 19;0;249.5;37.5
2021-11-08 20;0;249.5;37.5
2021-11-08 21;0;249.5;37.5
2021-11-08 22;0;249.5;37.5
2021-11-08 23;0;249.5;37.5
2021-11-09 00;0;249.5;37.5
2021-11-09 01;0;249.5;37.5
2021-11-09 02;0;249.5;37.5
2021-11-09 03;0;249.5;37.5
2021-11-09 04;0;249.5;37.5
2021-11-09 05;0;249.5;37.5
2021-11-09 06;0;249.5;37.5
2021-11-09 07;0;249.5;37.5
2021-11-09 08;0;249.5;37.5
2021-11-09 09;41.74;249.5;37.5
2021-11-09 10;80;249.5;37.5
2021-11-09 11;81.29;249.5;37.5
2021-11-09 12;76.69;249.5;37.5
2021-11-09 13;79.61;249.5;37.5
2021-11-09 14;91.12;249.5;37.5
2021-11-09 15;92.68;249.5;37.5
2021-11-09 16;72.27;249.5;37.5
2021-11-09 17;38.78;249.5;37.5
2021-11-09 18;41.54;249.5;37.5
2021-11-09 19;6.37;249.5;37.5
2021-11-09 20;0;249.5;37.5
2021-11-09 21;0;249.5;37.5
2021-11-09 22;0;249.5;37.5
2021-11-09 23;0;249.5;37.5
2021-11-10 00;0;249.5;37.5
2021-11-10 01;0;249.5;37.5
2021-11-10 02;0;249.5;37.5
2021-11-10 03;0;249.5;37.5
2021-11-10 04;0;249.5;37.5
2021-11-10 05;0;249.5;37.5
2021-11-10 06;0;249.5;37.5
2021-11-10 07;0;249.5;37.5
2021-11-10 08;0;249.5;37.5
2021-11-10 09;43.72;249.5;37.5
2021-11-10 10;107.29;249.5;37.5
2021-11-10 11;108.72;249.5;37.5
2021-11-10 12;100.37;249.5;37.5
2021-11-10 13;104.02;249.5;37.5
2021-11-10 14;123.19;249.5;37.5
2021-11-10 15;137.63;249.5;37.5
2021-11-10 16;101.79;249.5;37.5
2021-11-10 17;18.06;249.5;37.5
2021-11-10 18;0;249.5;37.5
2021-11-10 19;0;249.5;37.5
2021-11-10 20;0;249.5;37.5
2021-11-10 21;0;249.5;37.5
2021-11-10 22;0;249.5;37.5
2021-11-10 23;0;249.5;37.5
2021-11-11 00;0;249.5;37.5
2021-11-11 01;0;249.5;37.5
2021-11-11 02;0;249.5;37.5
2021-11-11 03;0;249.5;37.5
2021-11-11 04;0;249.5;37.5
2021-11-11 05;0;249.5;37.5
2021-11-11 06;0;249.5;37.5
2021-11-11 07;0;249.5;37.5
2021-11-11 08;0;249.5;37.5
2021-11-11 09;28.55;249.5;37.5
2021-11-11 10;77.15;249.5;37.5
2021-11-11 11;76.61;249.5;37.5
2021-11-11 12;68.37;249.5;37.5
2021-11-11 13;63.88;249.5;37.5
2021-11-11 14;27.76;249.5;37.5
2021-11-11 15;18.02;249.5;37.5
2021-11-11 16;0;249.5;37.5
2021-11-11 17;0;249.5;37.5
2021-11-11 18;0;249.5;37.5
2021-11-11 19;0;249.5;37.5
2021-11-11 20;0;249.5;37.5
2021-11-11 21;0;249.5;37.5
2021-11-11 22;0;249.5;37.5
2021-11-11 23;0;249.5;37.5
2021-11-12 00;0;249.5;37.5
2021-11-12 01;0;249.5;37.5
2021-11-12 02;0;249.5;37.5
2021-11-12 03;0;249.5;37.5
2021-11-12 04;0;249.5;37.5
2021-11-12 05;0;249.5;37.5
2021-11-12 06;0;249.5;37.5
2021-11-12 07;0;249.5;37.5
2021-11-12 08;0;249.5;37.5
2021-11-12 09;0;249.5;37.5
2021-11-12 10;0;249.5;37.5
2021-11-12 11;22.62;249.5;37.5
2021-11-12 12;59.74;249.5;37.5
2021-11-12 13;56.86;249.5;37.5
2021-11-12 14;74.5;249.5;37.5
2021-11-12 15;57.26;249.5;37.5
2021-11-12 16;53.15;249.5;37.5
2021-11-12 17;6.54;249.5;37.5
2021-11-12 18;0;249.5;37.5
2021-11-12 19;0;249.5;37.5
2021-11-12 20;0;249.5;37.5
2021-11-12 21;0;249.5;37.5
2021-11-12 22;0;249.5;37.5
2021-11-12 23;0;249.5;37.5
2021-11-13 00;0;249.5;37.5
2021-11-13 01;0;249.5;37.5
2021-11-13 02;0;249.5;37.5
2021-11-13 03;0;249.5;37.5
2021-11-13 04;0;249.5;37.5
2021-11-13 05;0;249.5;37.5
2021-11-13 06;0;249.5;37.5
2021-11-13 07;0;249.5;37.5
2021-11-13 08;0;249.5;37.5
2021-11-13 09;21.72;249.5;37.5
2021-11-13 10;74.99;249.5;37.5
2021-11-13 11;59.24;249.5;37.5
2021-11-13 12;56.97;249.5;37.5
2021-11-13 13;46.33;249.5;37.5
2021-11-13 14;55.86;249.5;37.5
2021-11-13 15;31.23;249.5;37.5
2021-11-13 16;20.2;249.5;37.5
2021-11-13 17;8.29;249.5;37.5
2021-11-13 18;4.4;249.5;37.5
2021-11-13 19;0;249.5;37.5
2021-11-13 20;0;249.5;37.5
2021-11-13 21;0;249.5;37.5
2021-11-13 22;0;249.5;37.5
2021-11-13 23;0;249.5;37.5
2021-11-14 00;0;249.5;37.5
2021-11-14 01;0;249.5;37.5
2021-11-14 02;0;249.5;37.5
2021-11-14 03;0;249.5;37.5
2021-11-14 04;0;249.5;37.5
2021-11-14 05;0;249.5;37.5
2021-11-14 06;0;249.5;37.5
2021-11-14 07;0;249.5;37.5
2021-11-14 08;0;249.5;37.5
2021-11-14 09;18.88;249.5;37.5
2021-11-14 10;100.33;249.5;37.5
2021-11-14 11;106.61;249.5;37.5
2021-11-14 12;99.04;249.5;37.5
2021-11-14 13;102.48;249.5;37.5
2021-11-14 14;123.89;249.5;37.5
2021-11-14 15;134.34;249.5;37.5
2021-11-14 16;98.24;249.5;37.5
2021-11-14 17;13.37;249.5;37.5
2021-11-14 18;0;249.5;37.5
2021-11-14 19;0;249.5;37.5
2021-11-14 20;0;249.5;37.5
2021-11-14 21;0;249.5;37.5
2021-11-14 22;0;249.5;37.5
2021-11-14 23;0;249.5;37.5
2021-11-15 00;0;249.5;37.5
2021-11-15 01;0;249.5;37.5
2021-11-15 02;0;249.5;37.5
2021-11-15 03;0;249.5;37.5
2021-11-15 04;0;249.5;37.5
2021-11-15 05;0;249.5;37.5
2021-11-15 06;0;249.5;37.5
2021-11-15 07;0;249.5;37.5
2021-11-15 08;0;249.5;37.5
2021-11-15 09;36.02;249.5;37.5
2021-11-15 10;108.27;249.5;37.5
2021-11-15 11;133.47;249.5;37.5
2021-11-15 12;119.51;249.5;37.5
2021-11-15 13;128.2;249.5;37.5
2021-11-15 14;153.26;249.5;37.5
2021-11-15 15;139.12;249.5;37.5
2021-11-15 16;78.49;249.5;37.5
2021-11-15 17;20.18;249.5;37.5
2021-11-15 18;18.87;249.5;37.5
2021-11-15 19;1.8;249.5;37.5
2021-11-15 20;0;249.5;37.5
2021-11-15 21;0;249.5;37.5
2021-11-15 22;0;249.5;37.5
2021-11-15 23;0;249.5;37.5
2021-11-16 00;0;249.5;37.5
2021-11-16 01;0;249.5;37.5
2021-11-16 02;0;249.5;37.5
2021-11-16 03;0;249.5;37.5
2021-11-16 04;0;249.5;37.5
2021-11-16 05;0;249.5;37.5
2021-11-16 06;0;249.5;37.5
2021-11-16 07;0;249.5;37.5
2021-11-16 08;0;249.5;37.5
2021-11-16 09;0.21;249.5;37.5
2021-11-16 10;93.43;249.5;37.5
2021-11-16 11;134.55;249.5;37.5
2021-11-16 12;125.82;249.5;37.5
2021-11-16 13;132.73;249.5;37.5
2021-11-16 14;162.89;249.5;37.5
2021-11-16 15;177.5;249.5;37.5
2021-11-16 16;126.91;249.5;37.5
2021-11-16 17;21.15;249.5;37.5
2021-11-16 18;7.72;249.5;37.5
2021-11-16 19;0;249.5;37.5
2021-11-16 20;0;249.5;37.5
2021-11-16 21;0;249.5;37.5
2021-11-16 22;0;249.5;37.5
2021-11-16 23;0;249.5;37.5
2021-11-17 00;0;249.5;37.5
2021-11-17 01;0;249.5;37.5
2021-11-17 02;0;249.5;37.5
2021-11-17 03;0;249.5;37.5
2021-11-17 04;0;249.5;37.5
2021-11-17 05;0;249.5;37.5
2021-11-17 06;0;249.5;37.5
2021-11-17 07;0;249.5;37.5
2021-11-17 08;0;249.5;37.5
2021-11-17 09;23;249.5;37.5
2021-11-17 10;76.03;249.5;37.5
2021-11-17 11;94.93;249.5;37.5
2021-11-17 12;90.04;249.5;37.5
2021-11-17 13;64.92;249.5;37.5
2021-11-17 14;90.74;249.5;37.5
2021-11-17 15;110.56;249.5;37.5
2021-11-17 16;90.44;249.5;37.5
2021-11-17 17;20.99;249.5;37.5
2021-11-17 18;0.52;249.5;37.5
2021-11-17 19;0;249.5;37.5
2021-11-17 20;0;249.5;37.5
2021-11-17 21;0;249.5;37.5
2021-11-17 22;0;249.5;37.5
2021-11-17 23;0;249.5;37.5
2021-11-18 00;0;249.5;37.5
2021-11-18 01;0;249.5;37.5
2021-11-18 02;0;249.5;37.5
2021-11-18 03;0;249.5;37.5
2021-11-18 04;0;249.5;37.5
2021-11-18 05;0;249.5;37.5
2021-11-18 06;0;249.5;37.5
2021-11-18 07;0;249.5;37.5
2021-11-18 08;0;249.5;37.5
2021-11-18 09;0.1;249.5;37.5
2021-11-18 10;38.61;249.5;37.5
2021-11-18 11;50.3;249.5;37.5
2021-11-18 12;40.31;249.5;37.5
2021-11-18 13;31.43;249.5;37.5
2021-11-18 14;76.95;249.5;37.5
2021-11-18 15;90.72;249.5;37.5
2021-11-18 16;50.48;249.5;37.5
2021-11-18 17;0;249.5;37.5
2021-11-18 18;0;249.5;37.5
2021-11-18 19;0;249.5;37.5
2021-11-18 20;0;249.5;37.5
2021-11-18 21;0;249.5;37.5
2021-11-18 22;0;249.5;37.5
2021-11-18 23;0;249.5;37.5
2021-11-19 00;0;249.5;37.5
2021-11-19 01;0;249.5;37.5
2021-11-19 02;0;249.5;37.5
2021-11-19 03;0;249.5;37.5
2021-11-19 04;0;249.5;37.5
2021-11-19 05;0;249.5;37.5
2021-11-19 06;0;249.5;37.5
2021-11-19 07;0;249.5;37.5
2021-11-19 08;0;249.5;37.5
2021-11-19 09;4.8;249.5;37.5
2021-11-19 10;44.68;249.5;37.5
2021-11-19 11;48;249.5;37.5
2021-11-19 12;16.39;249.5;37.5
2021-11-19 13;13.97;249.5;37.5
2021-11-19 14;32.41;249.5;37.5
2021-11-19 15;29.88;249.5;37.5
2021-11-19 16;29.31;249.5;37.5
2021-11-19 17;0;249.5;37.5
2021-11-19 18;0;249.5;37.5
2021-11-19 19;0;249.5;37.5
2021-11-19 20;0;249.5;37.5
2021-11-19 21;0;249.5;37.5
2021-11-19 22;0;249.5;37.5
2021-11-19 23;0;249.5;37.5
2021-11-20 00;0;249.5;37.5
2021-11-20 01;0;249.5;37.5
2021-11-20 02;0;249.5;37.5
2021-11-20 03;0;249.5;37.5
2021-11-20 04;0;249.5;37.5
2021-11-20 05;0;249.5;37.5
2021-11-20 06;0;249.5;37.5
2021-11-20 07;0;249.5;37.5
2021-11-20 08;0;249.5;37.5
2021-11-20 09;0;249.5;37.5
2021-11-20 10;0;249.5;37.5
2021-11-20 11;0;249.5;37.5
2021-11-20 12;0;249.5;37.5
2021-11-20 13;0;249.5;37.5
2021-11-20 14;0;249.5;37.5
2021-11-20 15;0;249.5;37.5
2021-11-20 16;0;249.5;37.5
2021-11-20 17;0;249.5;37.5
2021-11-20 18;0;249.5;37.5
2021-11-20 19;0;249.5;37.5
2021-11-20 20;0;249.5;37.5
2021-11-20 21;0;249.5;37.5
2021-11-20 22;0;249.5;37.5
2021-11-20 23;0;249.5;37.5
2021-11-21 00;0;249.5;37.5
2021-11-21 01;0;249.5;37.5
2021-11-21 02;0;249.5;37.5
2021-11-21 03;0;249.5;37.5
2021-11-21 04;0;249.5;37.5
2021-11-21 05;0;249.5;37.5
2021-11-21 06;0;249.5;37.5
2021-11-21 07;0;249.5;37.5
2021-11-21 08;0;249.5;37.5
2021-11-21 09;0;249.5;37.5
2021-11-21 10;0;249.5;37.5
2021-11-21 11;0;249.5;37.5
2021-11-21 12;0;249.5;37.5
2021-11-21 13;0;249.5;37.5
2021-11-21 14;0;249.5;37.5
2021-11-21 15;0;249.5;37.5
2021-11-21 16;0;249.5;37.5
2021-11-21 17;0;249.5;37.5
2021-11-21 18;0;249.5;37.5
2021-11-21 19;0;249.5;37.5
2021-11-21 20;0;249.5;37.5
2021-11-21 21;0;249.5;37.5
2021-11-21 22;0;249.5;37.5
2021-11-21 23;0;249.5;37.5
2021-11-22 00;0;249.5;37.5
2021-11-22 01;0;249.5;37.5
2021-11-22 02;0;249.5;37.5
2021-11-22 03;0;249.5;37.5
2021-11-22 04;0;249.5;37.5
2021-11-22 05;0;249.5;37.5
2021-11-22 06;0;249.5;37.5
2021-11-22 07;0;249.5;37.5
2021-11-22 08;0;249.5;37.5
2021-11-22 09;0;249.5;37.5
2021-11-22 10;0;249.5;37.5
2021-11-22 11;0;249.5;37.5
2021-11-22 12;0;249.5;37.5
2021-11-22 13;0;249.5;37.5
2021-11-22 14;0;249.5;37.5
2021-11-22 15;0;249.5;37.5
2021-11-22 16;2.17;249.5;37.5
2021-11-22 17;0;249.5;37.5
2021-11-22 18;0;249.5;37.5
2021-11-22 19;0;249.5;37.5
2021-11-22 20;0;249.5;37.5
2021-11-22 21;0;249.5;37.5
2021-11-22 22;0;249.5;37.5
2021-11-22 23;0;249.5;37.5
2021-11-23 00;0;249.5;37.5
2021-11-23 01;0;249.5;37.5
2021-11-23 02;0;249.5;37.5
2021-11-23 03;0;249.5;37.5
2021-11-23 04;0;249.5;37.5
2021-11-23 05;0;249.5;37.5
2021-11-23 06;0;249.5;37.5
2021-11-23 07;0;249.5;37.5
2021-11-23 08;0;249.5;37.5
2021-11-23 09;0;249.5;37.5
2021-11-23 10;17.17;249.5;37.5
2021-11-23 11;50.82;249.5;37.5
2021-11-23 12;42.5;249.5;37.5
2021-11-23 13;50.63;249.5;37.5
2021-11-23 14;48.59;249.5;37.5
2021-11-23 15;45.49;249.5;37.5
2021-11-23 16;30.45;249.5;37.5
2021-11-23 17;10.3;249.5;37.5
2021-11-23 18;5.94;249.5;37.5
2021-11-23 19;0;249.5;37.5
2021-11-23 20;0;249.5;37.5
2021-11-23 21;0;249.5;37.5
2021-11-23 22;0;249.5;37.5
2021-11-23 23;0;249.5;37.5
2021-11-24 00;0;249.5;37.5
2021-11-24 01;0;249.5;37.5
2021-11-24 02;0;249.5;37.5
2021-11-24 03;0;249.5;37.5
2021-11-24 04;0;249.5;37.5
2021-11-24 05;0;249.5;37.5
2021-11-24 06;0;249.5;37.5
2021-11-24 07;0;249.5;37.5
2021-11-24 08;0;249.5;37.5
2021-11-24 09;3.29;249.5;37.5
2021-11-24 10;25.42;249.5;37.5
2021-11-24 11;31.37;249.5;37.5
2021-11-24 12;27.67;249.5;37.5
2021-11-24 13;21.24;249.5;37.5
2021-11-24 14;2.62;249.5;37.5
2021-11-24 15;0;249.5;37.5
2021-11-24 16;11.06;249.5;37.5
2021-11-24 17;0.82;249.5;37.5
2021-11-24 18;0;249.5;37.5
2021-11-24 19;0;249.5;37.5
2021-11-24 20;0;249.5;37.5
2021-11-24 21;0;249.5;37.5
2021-11-24 22;0;249.5;37.5
2021-11-24 23;0;249.5;37.5
2021-11-25 00;0;249.5;37.5
2021-11-25 01;0;249.5;37.5
2021-11-25 02;0;249.5;37.5
2021-11-25 03;0;249.5;37.5
2021-11-25 04;0;249.5;37.5
2021-11-25 05;0;249.5;37.5
2021-11-25 06;0;249.5;37.5
2021-11-25 07;0;249.5;37.5
2021-11-25 08;0;249.5;37.5
2021-11-25 09;0;249.5;37.5
2021-11-25 10;0;249.5;37.5
2021-11-25 11;6.59;249.5;37.5
2021-11-25 12;24.88;249.5;37.5
2021-11-25 13;14.61;249.5;37.5
2021-11-25 14;5.09;249.5;37.5
2021-11-25 15;28.63;249.5;37.5
2021-11-25 16;27.08;249.5;37.5
2021-11-25 17;0;249.5;37.5
2021-11-25 18;0;249.5;37.5
2021-11-25 19;0;249.5;37.5
2021-11-25 20;0;249.5;37.5
2021-11-25 21;0;249.5;37.5
2021-11-25 22;0;249.5;37.5
2021-11-25 23;0;249.5;37.5
2021-11-26 00;0;249.5;37.5
2021-11-26 01;0;249.5;37.5
2021-11-26 02;0;249.5;37.5
2021-11-26 03;0;249.5;37.5
2021-11-26 04;0;249.5;37.5
2021-11-26 05;0;249.5;37.5
2021-11-26 06;0;249.5;37.5
2021-11-26 07;0;249.5;37.5
2021-11-26 08;0;249.5;37.5
2021-11-26 09;0;249.5;37.5
2021-11-26 10;0;249.5;37.5
2021-11-26 11;0;249.5;37.5
2021-11-26 12;1.01;249.5;37.5
2021-11-26 13;2.56;249.5;37.5
2021-11-26 14;1.6;249.5;37.5
2021-11-26 15;0;249.5;37.5
2021-11-26 16;0;249.5;37.5
2021-11-26 17;0;249.5;37.5
2021-11-26 18;0;249.5;37.5
2021-11-26 19;0;249.5;37.5
2021-11-26 20;0;249.5;37.5
2021-11-26 21;0;249.5;37.5
2021-11-26 22;0;249.5;37.5
2021-11-26 23;0;249.5;37.5
2021-11-27 00;0;249.5;37.5
2021-11-27 01;0;249.5;37.5
2021-11-27 02;0;249.5;37.5
2021-11-27 03;0;249.5;37.5
2021-11-27 04;0;249.5;37.5
2021-11-27 05;0;249.5;37.5
2021-11-27 06;0;249.5;37.5
2021-11-27 07;0;249.5;37.5
2021-11-27 08;0;249.5;37.5
2021-11-27 09;0;249.5;37.5
2021-11-27 10;18.2;249.5;37.5
2021-11-27 11;38.32;249.5;37.5
2021-11-27 12;57.16;249.5;37.5
2021-11-27 13;40.45;249.5;37.5
2021-11-27 14;64.37;249.5;37.5
2021-11-27 15;34.45;249.5;37.5
2021-11-27 16;17.98;249.5;37.5
2021-11-27 17;13.55;249.5;37.5
2021-11-27 18;0;249.5;37.5
2021-11-27 19;0;249.5;37.5
2021-11-27 20;0;249.5;37.5
2021-11-27 21;0;249.5;37.5
2021-11-27 22;0;249.5;37.5
2021-11-27 23;0;249.5;37.5
2021-11-28 00;0;249.5;37.5
2021-11-28 01;0;249.5;37.5
2021-11-28 02;0;249.5;37.5
2021-11-28 03;0;249.5;37.5
2021-11-28 04;0;249.5;37.5
2021-11-28 05;0;249.5;37.5
2021-11-28 06;0;249.5;37.5
2021-11-28 07;0;249.5;37.5
2021-11-28 08;0;249.5;37.5
2021-11-28 09;6.2;249.5;37.5
2021-11-28 10;68.86;249.5;37.5
2021-11-28 11;90.35;249.5;37.5
2021-11-28 12;77.59;249.5;37.5
2021-11-28 13;79.24;249.5;37.5
2021-11-28 14;89.51;249.5;37.5
2021-11-28 15;114.23;249.5;37.5
2021-11-28 16;78.73;249.5;37.5
2021-11-28 17;2.34;249.5;37.5
2021-11-28 18;0;249.5;37.5
2021-11-28 19;0;249.5;37.5
2021-11-28 20;0;249.5;37.5
2021-11-28 21;0;249.5;37.5
2021-11-28 22;0;249.5;37.5
2021-11-28 23;0;249.5;37.5
2021-11-29 00;0;249.5;37.5
